"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1175","Отмена запущенного билда (running)","tests.api.builds","2026-06-05","passed","2026-06-05","TestBuildIntegration","test_builds_integration","",""
"","1868","UI — админ жмёт кнопку создать проект через wellcome button","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","1563","UI — админ жмёт кнопку Agents","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","36","DELETE /buildTypes/{locator} — удалить build type, повторный GET возвращает 404","tests.api.builds","2026-06-05","passed","2026-06-05","TestBuildIntegration","test_builds_integration","",""
"","43","DELETE /users/{locator} — удалить пользователя, повторный GET возвращает 404","tests.api.users","2026-06-05","passed","2026-06-05","TestUsersIntegration","test_users_integration","",""
"","89","POST /projects/{projectLocator}/buildTypes — копирование build configuration","tests.api.builds","2026-06-05","passed","2026-06-05","TestBuildIntegration","test_builds_integration","",""
"","1763","UI — создать проект через dropdown button","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestUICreateProject","test_ui_admin_create_project","",""
"","1195","UI — админ жмёт кнопку Changes","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","35","DELETE /projects/{locator} — удалить проект, повторный GET возвращает 404","tests.api.projects","2026-06-05","passed","2026-06-05","TestProjectIntegration","test_projects_integration","",""
"","1204","UI — админ жмёт кнопку Queue","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","1483","UI — админ жмёт кнопку создать проект через dropdown button","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","1921","UI — логин с неверным паролем","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_login","",""
"","5","GET /users/current — HTTP 401, отсутсвтует или не верный токен","tests.api.server","2026-06-05","passed","2026-06-05","TestServerSmoke","test_server_smoke","",""
"","78","POST /buildTypes/{locator}/move — перемещение build configuration в другой проект","tests.api.builds","2026-06-05","passed","2026-06-05","TestBuildIntegration","test_builds_integration","",""
"","1431","UI — создать проект через welcome button","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestUICreateProject","test_ui_admin_create_project","",""
"","1144","UI — админ жмёт кнопку Queue","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","1724","UI — создать проект через dropdown button","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestUICreateProject","test_ui_admin_create_project","",""
"","39","GET /agents/id:{id} — получить агента по id","tests.api.agents","2026-06-05","passed","2026-06-05","TestAgentsSmoke","test_agents_smoke","",""
"","13","GET /users/current — возвращает текущего аутентифицированного пользователя","tests.api.users","2026-06-05","passed","2026-06-05","TestUsersIntegration","test_users_integration","",""
"","1557","UI — админ жмёт кнопку создать проект через wellcome button","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","4056","E2E — пользователь созданный через API может залогиниться через UI","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestUiAdminCreateUser","test_ui_admin_create_user","",""
"","1349","UI — создать проект через main button","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestUICreateProject","test_ui_admin_create_project","",""
"","56","PUT /buildTypes/{buildTypeLocator}/parameters/{name} — изменение параметра build configuration","tests.api.builds","2026-06-05","passed","2026-06-05","TestBuildIntegration","test_builds_integration","",""
"","11","GET /projects — HTTP 200, count >= 1","tests.api.projects","2026-06-05","passed","2026-06-05","TestProjectsSmoke","test_projects_smoke","",""
"","1109","UI — админ жмёт кнопку создать проект через main button","tests.ui.ui_base","2026-06-05","passed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
