"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","UI — логаут админа","tests.ui.ui_base","2026-06-05","failed","2026-06-05","TestLoginAdmin","test_ui_admin_login","",""
"","0","GET /users/{locator} — несуществующий id возвращает 404","tests.api.users","2026-06-05","failed","2026-06-05","TestUsersIntegration","test_users_integration","",""
"","0","DELETE /projects/{locator} — удалить проект, повторный GET возвращает 404","tests.api.projects","2026-06-05","failed","2026-06-05","TestProjectIntegration","test_projects_integration","",""
"","0","GET /agents?locator=enabled:false — список выключённых агентов","tests.api.agents","2026-06-05","failed","2026-06-05","TestAgentsSmoke","test_agents_smoke","",""
"","0","POST /buildTypes — создать build configs, id и name совпадают","tests.api.builds","2026-06-05","failed","2026-06-05","TestBuildsSmoke","test_builds_smoke","",""
"","0","UI — админ жмёт кнопку Administration","tests.ui.ui_base","2026-06-05","failed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","0","E2E — пользователь созданный через API может залогиниться через UI","tests.ui.ui_base","2026-06-05","failed","2026-06-05","TestUiAdminCreateUser","test_ui_admin_create_user","",""
"","0","Отмена билда в очереди (queued)","tests.api.builds","2026-06-05","failed","2026-06-05","TestBuildIntegration","test_builds_integration","",""
"","0","UI — админ жмёт кнопку Administration","tests.ui.ui_base","2026-06-05","failed","2026-06-05","TestLoginAdmin","test_ui_admin_base_steps","",""
"","0","UI — 5 раз неверный логин, получаем ошибку лимита авторизации","tests.ui.ui_base","2026-06-05","failed","2026-06-05","TestLoginAdmin","test_ui_admin_login","",""
"","0","UI — логин с неверным паролем","tests.ui.ui_base","2026-06-05","failed","2026-06-05","TestLoginAdmin","test_ui_admin_login","",""
"","0","GET /agents/id:{id} — получить агента по id","tests.api.agents","2026-06-05","failed","2026-06-05","TestAgentsSmoke","test_agents_smoke","",""
"","0","DELETE /buildTypes/{locator} — удалить build type, повторный GET возвращает 404","tests.api.builds","2026-06-05","failed","2026-06-05","TestBuildIntegration","test_builds_integration","",""
"","0","PUT /buildTypes/{buildTypeLocator}/parameters/{name} — изменение параметра build configuration","tests.api.builds","2026-06-05","failed","2026-06-05","TestBuildIntegration","test_builds_integration","",""
